paymentid,memberid,membershipid,amount,paymentdate,paymentmethod,transactionid,paymenttype,status,processeddate
PAY00002354,MEM001578,MS0002060,229.98,2023-06-14,Debit Card,TXN279771082,Membership + Registration,Completed,2023-06-14
PAY00002355,MEM001579,MS0002061,89.98,2024-05-14,Credit Card,TXN907151307,Membership + Registration,Completed,2024-05-14
PAY00002356,MEM001580,MS0002062,229.98,2020-12-23,Credit Card,TXN209936251,Membership + Registration,Completed,2020-12-23
PAY00002357,MEM001580,MS0002063,229.98,2021-02-28,Bank Transfer,TXN348560219,Membership + Registration,Pending,2021-03-01
PAY00002358,MEM001581,MS0002064,119.98,2022-01-25,Debit Card,TXN723668148,Membership + Registration,Completed,2022-01-25
PAY00002359,MEM001581,MS0002065,58.33,2022-05-17,Debit Card,TXN835798481,Monthly Membership,Completed,2022-05-17
PAY00002360,MEM001581,MS0002065,58.33,2022-11-13,Debit Card,TXN295076667,Monthly Membership,Completed,2022-11-13
PAY00002361,MEM001582,MS0002066,119.98,2024-08-30,Credit Card,TXN741420066,Membership + Registration,Completed,2024-08-30
PAY00002362,MEM001583,MS0002067,229.98,2023-01-21,Credit Card,TXN202670844,Membership + Registration,Completed,2023-01-21
PAY00002363,MEM001583,MS0002068,229.98,2023-03-16,Credit Card,TXN788678458,Membership + Registration,Completed,2023-03-16
PAY00002364,MEM001584,MS0002069,59.99,2022-12-29,Bank Transfer,TXN241441366,Membership + Registration,Completed,2022-12-29
PAY00002365,MEM001584,MS0002070,59.99,2023-02-28,Credit Card,TXN909109441,Membership + Registration,Completed,2023-02-28
PAY00002366,MEM001585,MS0002071,54.99,2024-01-23,Credit Card,TXN751678483,Monthly Membership,Completed,2024-01-23
PAY00002367,MEM001586,MS0002072,119.98,2025-02-08,Credit Card,TXN298142796,Membership + Registration,Completed,2025-02-08
PAY00002368,MEM001586,MS0002073,59.99,2025-05-09,Debit Card,TXN151899617,Membership + Registration,Completed,2025-05-09
PAY00002369,MEM001587,MS0002074,58.33,2025-09-19,Credit Card,TXN930975389,Monthly Membership,Completed,2025-09-19
PAY00002370,MEM001588,MS0002075,119.98,2024-05-27,Credit Card,TXN690282511,Membership + Registration,Completed,2024-05-27
PAY00002371,MEM001588,MS0002076,89.98,2024-07-02,Cash,TXN174440621,Membership + Registration,Completed,2024-07-02
PAY00002372,MEM001589,MS0002077,229.98,2021-12-05,Credit Card,TXN979561189,Membership + Registration,Completed,2021-12-05
PAY00002373,MEM001590,MS0002078,119.98,2021-04-05,Credit Card,TXN575054680,Membership + Registration,Completed,2021-04-05
PAY00002374,MEM001591,MS0002079,119.98,2021-02-11,Debit Card,TXN360971716,Membership + Registration,Completed,2021-02-11
PAY00002375,MEM001592,MS0002080,89.98,2024-12-25,Credit Card,TXN686339785,Membership + Registration,Completed,2024-12-25
PAY00002376,MEM001592,MS0002081,119.98,2025-04-04,Credit Card,TXN953527872,Membership + Registration,Completed,2025-04-04
PAY00002377,MEM001593,MS0002082,89.98,2024-09-30,Credit Card,TXN172556282,Membership + Registration,Completed,2024-09-30
PAY00002378,MEM001593,MS0002083,59.99,2025-01-21,Debit Card,TXN665745381,Membership + Registration,Completed,2025-01-21
PAY00002379,MEM001594,MS0002084,89.98,2023-10-12,Credit Card,TXN808863300,Membership + Registration,Completed,2023-10-12
PAY00002380,MEM001595,MS0002085,89.98,2021-08-22,Credit Card,TXN964394993,Membership + Registration,Completed,2021-08-22
PAY00002381,MEM001596,MS0002086,89.98,2024-06-10,Debit Card,TXN811068458,Membership + Registration,Completed,2024-06-10
PAY00002382,MEM001597,MS0002087,25.0,2022-06-04,Credit Card,TXN917737220,Monthly Membership,Refunded,2022-06-10
PAY00002383,MEM001598,MS0002088,58.33,2021-02-26,Credit Card,TXN762891633,Monthly Membership,Completed,2021-02-26
PAY00002384,MEM001598,MS0002088,58.33,2021-06-26,Debit Card,TXN249092590,Monthly Membership,Completed,2021-06-26
PAY00002385,MEM001598,MS0002088,58.33,2021-10-24,Credit Card,TXN932749739,Monthly Membership,Completed,2021-10-24
PAY00002386,MEM001599,MS0002089,58.33,2022-03-28,Credit Card,TXN826263671,Monthly Membership,Completed,2022-03-28
PAY00002387,MEM001599,MS0002089,58.33,2022-09-24,Debit Card,TXN191638766,Monthly Membership,Completed,2022-09-24
PAY00002388,MEM001599,MS0002090,229.98,2023-05-29,Debit Card,TXN733334820,Membership + Registration,Completed,2023-05-29
PAY00002389,MEM001600,MS0002091,89.98,2024-04-02,Credit Card,TXN705647446,Membership + Registration,Completed,2024-04-02
PAY00002390,MEM001601,MS0002092,229.98,2020-11-25,Credit Card,TXN519256294,Membership + Registration,Completed,2020-11-25
PAY00002391,MEM001602,MS0002093,58.33,2022-01-11,Debit Card,TXN984726196,Monthly Membership,Completed,2022-01-11
PAY00002392,MEM001603,MS0002094,58.33,2023-08-29,Cash,TXN905256701,Monthly Membership,Completed,2023-08-29
PAY00002393,MEM001603,MS0002094,58.33,2023-12-27,Bank Transfer,TXN909061456,Monthly Membership,Pending,2024-01-03
PAY00002394,MEM001603,MS0002094,58.33,2024-04-25,Credit Card,TXN913040222,Monthly Membership,Completed,2024-04-25
PAY00002395,MEM001603,MS0002095,54.99,2024-09-15,Credit Card,TXN512923248,Monthly Membership,Completed,2024-09-15
PAY00002396,MEM001604,MS0002096,119.98,2021-08-05,Debit Card,TXN475053355,Membership + Registration,Completed,2021-08-05
PAY00002397,MEM001605,MS0002097,229.98,2023-05-13,Debit Card,TXN524342793,Membership + Registration,Completed,2023-05-13
PAY00002398,MEM001606,MS0002098,119.98,2021-08-29,Cash,TXN139760863,Membership + Registration,Failed,2021-09-01
PAY00002399,MEM001607,MS0002099,99.99,2023-10-01,Credit Card,TXN851505483,Monthly Membership,Completed,2023-10-01
PAY00002400,MEM001607,MS0002099,99.99,2024-03-29,Debit Card,TXN450303967,Monthly Membership,Completed,2024-03-29
PAY00002401,MEM001608,MS0002100,59.99,2021-01-25,Credit Card,TXN135404994,Membership + Registration,Completed,2021-01-25
PAY00002402,MEM001609,MS0002101,59.99,2025-02-10,Debit Card,TXN945517339,Membership + Registration,Completed,2025-02-10
PAY00002403,MEM001609,MS0002102,59.99,2025-03-24,Debit Card,TXN751676346,Membership + Registration,Completed,2025-03-24
PAY00002404,MEM001610,MS0002103,59.99,2022-06-02,Credit Card,TXN288517125,Membership + Registration,Completed,2022-06-02
PAY00002405,MEM001611,MS0002104,54.99,2025-07-13,Debit Card,TXN730382667,Monthly Membership,Completed,2025-07-13
PAY00002406,MEM001612,MS0002105,59.99,2025-01-01,Debit Card,TXN404328536,Membership + Registration,Completed,2025-01-01
PAY00002407,MEM001613,MS0002106,229.98,2023-03-23,Debit Card,TXN594220655,Membership + Registration,Completed,2023-03-23
PAY00002408,MEM001614,MS0002107,119.98,2022-04-24,Credit Card,TXN715451790,Membership + Registration,Pending,2022-05-01
PAY00002409,MEM001614,MS0002108,229.98,2022-07-30,Credit Card,TXN728371486,Membership + Registration,Completed,2022-07-30
PAY00002410,MEM001615,MS0002109,119.98,2022-10-23,Debit Card,TXN304056680,Membership + Registration,Completed,2022-10-23
PAY00002411,MEM001616,MS0002110,89.98,2023-06-25,Credit Card,TXN812081593,Membership + Registration,Completed,2023-06-25
PAY00002412,MEM001616,MS0002111,54.99,2023-09-07,Credit Card,TXN637075541,Monthly Membership,Completed,2023-09-07
PAY00002413,MEM001617,MS0002112,119.98,2022-01-04,Debit Card,TXN890842017,Membership + Registration,Completed,2022-01-04
PAY00002414,MEM001618,MS0002113,58.33,2024-01-04,Credit Card,TXN253360794,Monthly Membership,Completed,2024-01-04
PAY00002415,MEM001618,MS0002113,58.33,2024-05-03,Debit Card,TXN931165304,Monthly Membership,Completed,2024-05-03
PAY00002416,MEM001618,MS0002113,58.33,2024-08-31,Credit Card,TXN515138515,Monthly Membership,Completed,2024-08-31
PAY00002417,MEM001619,MS0002114,119.98,2021-09-30,Credit Card,TXN451555862,Membership + Registration,Pending,2021-10-04
PAY00002418,MEM001620,MS0002115,54.99,2024-08-27,Credit Card,TXN582502802,Monthly Membership,Completed,2024-08-27
PAY00002419,MEM001621,MS0002116,54.99,2023-03-23,Bank Transfer,TXN926254848,Monthly Membership,Completed,2023-03-23
PAY00002420,MEM001622,MS0002117,59.99,2023-07-14,Credit Card,TXN498806605,Membership + Registration,Completed,2023-07-14
PAY00002421,MEM001623,MS0002118,89.98,2025-02-24,Cash,TXN494982932,Membership + Registration,Completed,2025-02-24
PAY00002422,MEM001624,MS0002119,119.98,2021-08-21,Credit Card,TXN827436752,Membership + Registration,Completed,2021-08-21
PAY00002423,MEM001624,MS0002120,58.33,2021-12-08,Credit Card,TXN372175837,Monthly Membership,Completed,2021-12-08
PAY00002424,MEM001625,MS0002121,89.98,2022-06-14,Credit Card,TXN639902063,Membership + Registration,Completed,2022-06-14
PAY00002425,MEM001626,MS0002122,229.98,2022-04-24,Debit Card,TXN535411864,Membership + Registration,Completed,2022-04-24
PAY00002426,MEM001627,MS0002123,89.98,2023-09-07,Credit Card,TXN744755833,Membership + Registration,Completed,2023-09-07
PAY00002427,MEM001628,MS0002124,119.98,2023-10-27,Debit Card,TXN361539526,Membership + Registration,Completed,2023-10-27
PAY00002428,MEM001629,MS0002125,54.99,2022-07-31,Credit Card,TXN668997436,Membership + Registration,Completed,2022-07-31
PAY00002429,MEM001630,MS0002126,119.98,2023-09-14,Credit Card,TXN819781815,Membership + Registration,Completed,2023-09-14
PAY00002430,MEM001630,MS0002127,119.98,2023-12-11,Credit Card,TXN600239910,Membership + Registration,Completed,2023-12-11
PAY00002431,MEM001631,MS0002128,89.98,2020-11-01,Credit Card,TXN765317414,Membership + Registration,Completed,2020-11-01
PAY00002432,MEM001632,MS0002129,229.98,2021-06-15,Credit Card,TXN885946418,Membership + Registration,Completed,2021-06-15
PAY00002433,MEM001633,MS0002130,119.98,2022-02-13,Credit Card,TXN455399651,Membership + Registration,Completed,2022-02-13
PAY00002434,MEM001633,MS0002131,54.99,2022-03-26,Credit Card,TXN697529287,Monthly Membership,Completed,2022-03-26
PAY00002435,MEM001634,MS0002132,119.98,2022-03-02,Credit Card,TXN274493845,Membership + Registration,Completed,2022-03-02
PAY00002436,MEM001635,MS0002133,229.98,2022-06-25,Credit Card,TXN759946942,Membership + Registration,Completed,2022-06-25
PAY00002437,MEM001635,MS0002134,89.98,2022-07-29,Credit Card,TXN857569564,Membership + Registration,Completed,2022-07-29
PAY00002438,MEM001636,MS0002135,89.98,2025-07-14,Credit Card,TXN851515669,Membership + Registration,Completed,2025-07-14
PAY00002439,MEM001636,MS0002136,119.98,2025-08-31,Credit Card,TXN835049804,Membership + Registration,Completed,2025-08-31
PAY00002440,MEM001637,MS0002137,119.98,2024-01-19,Credit Card,TXN651614576,Membership + Registration,Completed,2024-01-19
PAY00002441,MEM001638,MS0002138,119.98,2024-08-31,Credit Card,TXN338378991,Membership + Registration,Completed,2024-08-31
PAY00002442,MEM001639,MS0002139,59.99,2025-01-26,Credit Card,TXN481697698,Membership + Registration,Completed,2025-01-26
PAY00002443,MEM001640,MS0002140,54.99,2024-06-04,Debit Card,TXN394251679,Monthly Membership,Completed,2024-06-04
PAY00002444,MEM001640,MS0002141,229.98,2024-07-23,Credit Card,TXN753661049,Membership + Registration,Completed,2024-07-23
PAY00002445,MEM001641,MS0002142,58.33,2023-11-04,Credit Card,TXN886212583,Monthly Membership,Completed,2023-11-04
PAY00002446,MEM001641,MS0002143,99.99,2025-01-03,Credit Card,TXN801224893,Monthly Membership,Completed,2025-01-03
PAY00002447,MEM001641,MS0002143,99.99,2025-05-03,Credit Card,TXN815564953,Monthly Membership,Completed,2025-05-03
PAY00002448,MEM001641,MS0002143,99.99,2025-08-31,Credit Card,TXN209931345,Monthly Membership,Completed,2025-08-31
PAY00002449,MEM001642,MS0002144,59.99,2021-10-07,Bank Transfer,TXN980126477,Membership + Registration,Completed,2021-10-07
PAY00002450,MEM001643,MS0002145,119.98,2022-03-14,Bank Transfer,TXN401702709,Membership + Registration,Completed,2022-03-14
PAY00002451,MEM001644,MS0002146,119.98,2022-04-07,Debit Card,TXN298512836,Membership + Registration,Completed,2022-04-07
PAY00002452,MEM001644,MS0002147,58.33,2022-07-03,Cash,TXN418502749,Monthly Membership,Completed,2022-07-03
PAY00002453,MEM001644,MS0002147,58.33,2022-12-30,Debit Card,TXN932716867,Monthly Membership,Completed,2022-12-30
PAY00002454,MEM001645,MS0002148,58.33,2025-01-23,Credit Card,TXN522561431,Monthly Membership,Completed,2025-01-23
PAY00002455,MEM001645,MS0002148,58.33,2025-05-23,Cash,TXN821487101,Monthly Membership,Completed,2025-05-23
PAY00002456,MEM001645,MS0002148,58.33,2025-09-20,Credit Card,TXN139881866,Monthly Membership,Completed,2025-09-20
PAY00002457,MEM001646,MS0002149,229.98,2024-04-02,Debit Card,TXN740179176,Membership + Registration,Completed,2024-04-02
PAY00002458,MEM001647,MS0002150,119.98,2021-12-27,Debit Card,TXN413302015,Membership + Registration,Completed,2021-12-27
PAY00002459,MEM001647,MS0002151,89.98,2022-03-01,Credit Card,TXN372814023,Membership + Registration,Completed,2022-03-01
PAY00002460,MEM001648,MS0002152,119.98,2025-03-13,Bank Transfer,TXN244588211,Membership + Registration,Completed,2025-03-13
PAY00002461,MEM001649,MS0002153,54.99,2021-02-02,Credit Card,TXN167381782,Monthly Membership,Pending,2021-02-04
PAY00002462,MEM001649,MS0002154,89.98,2021-05-04,Credit Card,TXN306937658,Membership + Registration,Completed,2021-05-04
PAY00002463,MEM001650,MS0002155,89.98,2025-02-19,Credit Card,TXN460698481,Membership + Registration,Completed,2025-02-19
PAY00002464,MEM001651,MS0002156,58.33,2022-07-05,Credit Card,TXN762903867,Monthly Membership,Completed,2022-07-05
PAY00002465,MEM001651,MS0002156,58.33,2022-11-02,Credit Card,TXN268029333,Monthly Membership,Completed,2022-11-02
PAY00002466,MEM001651,MS0002156,58.33,2023-03-02,Credit Card,TXN776437273,Monthly Membership,Completed,2023-03-02
PAY00002467,MEM001652,MS0002157,58.33,2025-01-20,Bank Transfer,TXN986780259,Monthly Membership,Completed,2025-01-20
PAY00002468,MEM001653,MS0002158,119.98,2022-06-05,Credit Card,TXN378796065,Membership + Registration,Completed,2022-06-05
PAY00002469,MEM001654,MS0002159,119.98,2021-08-29,Cash,TXN719263608,Membership + Registration,Completed,2021-08-29
PAY00002470,MEM001655,MS0002160,119.98,2024-02-04,Check,TXN177434416,Membership + Registration,Completed,2024-02-04
PAY00002471,MEM001656,MS0002161,229.98,2025-06-04,Cash,TXN263057131,Membership + Registration,Completed,2025-06-04
PAY00002472,MEM001657,MS0002162,89.98,2023-04-12,Credit Card,TXN433527030,Membership + Registration,Completed,2023-04-12
PAY00002473,MEM001658,MS0002163,89.98,2023-08-05,Credit Card,TXN900789303,Membership + Registration,Completed,2023-08-05
PAY00002474,MEM001658,MS0002164,59.99,2023-09-21,Debit Card,TXN121222617,Membership + Registration,Completed,2023-09-21
PAY00002475,MEM001659,MS0002165,89.98,2024-10-19,Credit Card,TXN127560090,Membership + Registration,Completed,2024-10-19
PAY00002476,MEM001659,MS0002166,58.33,2024-12-05,Credit Card,TXN518938540,Monthly Membership,Completed,2024-12-05
PAY00002477,MEM001659,MS0002166,58.33,2025-06-03,Credit Card,TXN757440379,Monthly Membership,Completed,2025-06-03
PAY00002478,MEM001660,MS0002167,119.98,2021-04-30,Credit Card,TXN220996148,Membership + Registration,Completed,2021-04-30
PAY00002479,MEM001660,MS0002168,99.99,2021-08-27,Debit Card,TXN374546941,Monthly Membership,Failed,2021-09-01
PAY00002480,MEM001661,MS0002169,54.99,2021-09-10,Credit Card,TXN771457188,Monthly Membership,Completed,2021-09-10
PAY00002481,MEM001661,MS0002170,89.98,2022-01-03,Debit Card,TXN476713663,Membership + Registration,Completed,2022-01-03
PAY00002482,MEM001662,MS0002171,58.33,2022-01-22,Debit Card,TXN895440059,Monthly Membership,Completed,2022-01-22
PAY00002483,MEM001663,MS0002172,229.98,2021-10-24,Credit Card,TXN365369850,Membership + Registration,Completed,2021-10-24
PAY00002484,MEM001664,MS0002173,54.99,2025-01-13,Credit Card,TXN388745935,Monthly Membership,Completed,2025-01-13
PAY00002485,MEM001664,MS0002174,119.98,2025-03-19,Debit Card,TXN681299293,Membership + Registration,Completed,2025-03-19
PAY00002486,MEM001665,MS0002175,119.98,2024-01-30,Credit Card,TXN952760994,Membership + Registration,Completed,2024-01-30
PAY00002487,MEM001666,MS0002176,54.99,2024-04-24,Bank Transfer,TXN973923733,Monthly Membership,Completed,2024-04-24
PAY00002488,MEM001667,MS0002177,89.98,2023-09-20,Bank Transfer,TXN526109648,Membership + Registration,Completed,2023-09-20
PAY00002489,MEM001667,MS0002178,59.99,2023-12-29,Debit Card,TXN769747954,Membership + Registration,Completed,2023-12-29
PAY00002490,MEM001668,MS0002179,119.98,2020-12-11,Bank Transfer,TXN127644322,Membership + Registration,Completed,2020-12-11
PAY00002491,MEM001669,MS0002180,89.98,2023-01-17,Debit Card,TXN124798155,Membership + Registration,Completed,2023-01-17
PAY00002492,MEM001670,MS0002181,119.98,2023-01-03,Credit Card,TXN455062138,Membership + Registration,Completed,2023-01-03
PAY00002493,MEM001670,MS0002182,119.98,2023-02-28,Credit Card,TXN637876967,Membership + Registration,Completed,2023-02-28
PAY00002494,MEM001671,MS0002183,119.98,2024-12-23,Debit Card,TXN454363291,Membership + Registration,Completed,2024-12-23
PAY00002495,MEM001672,MS0002184,89.98,2023-02-22,Credit Card,TXN623346078,Membership + Registration,Completed,2023-02-22
PAY00002496,MEM001673,MS0002185,119.98,2022-10-27,Credit Card,TXN985561126,Membership + Registration,Completed,2022-10-27
PAY00002497,MEM001674,MS0002186,119.98,2025-04-01,Check,TXN460917102,Membership + Registration,Completed,2025-04-01
PAY00002498,MEM001675,MS0002187,58.33,2021-08-15,Credit Card,TXN364151733,Monthly Membership,Completed,2021-08-15
PAY00002499,MEM001676,MS0002188,119.98,2023-04-07,Credit Card,TXN734744812,Membership + Registration,Completed,2023-04-07
PAY00002500,MEM001677,MS0002189,89.98,2023-03-23,Credit Card,TXN501631353,Membership + Registration,Completed,2023-03-23
PAY00002501,MEM001677,MS0002190,119.98,2023-07-04,Credit Card,TXN254537054,Membership + Registration,Completed,2023-07-04
PAY00002502,MEM001678,MS0002191,58.33,2021-01-09,Credit Card,TXN471096368,Monthly Membership,Completed,2021-01-09
PAY00002503,MEM001678,MS0002191,58.33,2021-07-08,Debit Card,TXN842717277,Monthly Membership,Completed,2021-07-08
PAY00002504,MEM001678,MS0002192,229.98,2022-02-27,Credit Card,TXN335541028,Membership + Registration,Completed,2022-02-27
PAY00002505,MEM001679,MS0002193,119.98,2024-09-29,Debit Card,TXN455305916,Membership + Registration,Completed,2024-09-29
PAY00002506,MEM001679,MS0002194,59.99,2024-11-02,Debit Card,TXN190851211,Membership + Registration,Completed,2024-11-02
PAY00002507,MEM001680,MS0002195,89.98,2022-10-16,Credit Card,TXN954353447,Membership + Registration,Completed,2022-10-16
PAY00002508,MEM001681,MS0002196,119.98,2024-10-11,Credit Card,TXN254171897,Membership + Registration,Completed,2024-10-11
PAY00002509,MEM001682,MS0002197,119.98,2025-02-11,Debit Card,TXN930863703,Membership + Registration,Completed,2025-02-11
