enrollmentid,memberid,instanceid,enrollmentdate,enrollmentstatus,paymentamount,checkintime,checkouttime
EN00003195,MEM000005,CI0000315,2025-10-18 22:20:46.976286,Attended,0.0,2025-10-22 00:00:00.915331,2025-10-22 00:53:00.915331
EN00003196,MEM001984,CI0000315,2025-10-14 18:10:12.559019,Attended,0.0,2025-10-22 00:00:00.128028,2025-10-22 01:14:00.128028
EN00003197,MEM001221,CI0000315,2025-10-19 00:09:25.654579,Attended,0.0,2025-10-22 00:00:00.398194,2025-10-22 01:29:00.398194
EN00003198,MEM001448,CI0000315,2025-10-21 10:34:47.353423,Attended,0.0,2025-10-22 00:00:00.445462,2025-10-22 01:08:00.445462
EN00003199,MEM001367,CI0000316,2025-10-19 10:18:30.645749,Attended,0.0,2025-10-22 00:00:00.613941,2025-10-22 01:59:00.613941
EN00003200,MEM000400,CI0000316,2025-10-18 16:21:03.752858,Attended,0.0,2025-10-22 00:00:00.243486,2025-10-22 01:36:00.243486
EN00003201,MEM001626,CI0000316,2025-10-18 00:49:02.164037,Attended,0.0,2025-10-22 00:00:00.179437,2025-10-22 01:22:00.179437
EN00003202,MEM000682,CI0000316,2025-10-21 21:46:34.366226,Attended,0.0,2025-10-22 00:00:00.479686,2025-10-22 00:51:00.479686
EN00003203,MEM000751,CI0000316,2025-10-22 00:00:00.945409,Attended,0.0,2025-10-22 00:00:00.993232,2025-10-22 00:59:00.993232
EN00003204,MEM000273,CI0000316,2025-10-20 08:42:17.526769,Attended,0.0,2025-10-22 00:00:00.210573,2025-10-22 00:52:00.210573
EN00003205,MEM000807,CI0000316,2025-10-17 10:38:31.797871,Attended,0.0,2025-10-22 00:00:00.409211,2025-10-22 00:47:00.409211
EN00003206,MEM000768,CI0000316,2025-10-19 18:10:40.597221,Attended,0.0,2025-10-22 00:00:00.309999,2025-10-22 01:08:00.309999
EN00003207,MEM000134,CI0000316,2025-10-22 00:00:00.794432,Attended,0.0,2025-10-22 00:00:00.334026,2025-10-22 01:37:00.334026
EN00003208,MEM001189,CI0000316,2025-10-21 17:58:03.424133,Attended,0.0,2025-10-22 00:00:00.700461,2025-10-22 01:50:00.700461
EN00003209,MEM000774,CI0000316,2025-10-18 16:43:22.994509,Attended,0.0,2025-10-22 00:00:00.015179,2025-10-22 02:00:00.015179
EN00003210,MEM000552,CI0000316,2025-10-21 06:13:08.243377,No Show,0.0,,
EN00003211,MEM001485,CI0000317,2025-10-21 13:24:52.698083,Attended,0.0,2025-10-22 00:00:00.738908,2025-10-22 01:39:00.738908
EN00003212,MEM001295,CI0000317,2025-10-13 02:38:34.551826,Attended,0.0,2025-10-22 00:00:00.665140,2025-10-22 01:23:00.665140
EN00003213,MEM001593,CI0000317,2025-10-18 11:36:43.879957,Attended,0.0,2025-10-22 00:00:00.557077,2025-10-22 01:13:00.557077
EN00003214,MEM001895,CI0000317,2025-10-19 15:28:13.657043,Attended,0.0,2025-10-22 00:00:00.421084,2025-10-22 01:14:00.421084
EN00003215,MEM000934,CI0000317,2025-10-20 15:44:51.012696,Attended,0.0,2025-10-22 00:00:00.241842,2025-10-22 01:16:00.241842
EN00003216,MEM001837,CI0000318,2025-10-16 04:28:31.494329,Attended,0.0,2025-10-22 00:00:00.967067,2025-10-22 01:19:00.967067
EN00003217,MEM001126,CI0000318,2025-10-19 07:37:58.192366,Attended,0.0,2025-10-22 00:00:00.155996,2025-10-22 01:17:00.155996
EN00003218,MEM001949,CI0000318,2025-10-16 13:08:16.051397,Attended,0.0,2025-10-22 00:00:00.119985,2025-10-22 00:55:00.119985
EN00003219,MEM001698,CI0000318,2025-10-20 06:05:48.625075,Attended,0.0,2025-10-22 00:00:00.088782,2025-10-22 01:01:00.088782
EN00003220,MEM000679,CI0000318,2025-10-19 22:47:15.480963,Attended,0.0,2025-10-22 00:00:00.651377,2025-10-22 01:01:00.651377
EN00003221,MEM000602,CI0000318,2025-10-20 14:59:45.985859,Attended,0.0,2025-10-22 00:00:00.926407,2025-10-22 01:13:00.926407
EN00003222,MEM000195,CI0000318,2025-10-22 00:00:00.670385,Attended,0.0,2025-10-22 00:00:00.980013,2025-10-22 01:45:00.980013
EN00003223,MEM001159,CI0000318,2025-10-18 16:45:08.733620,Attended,0.0,2025-10-22 00:00:00.138713,2025-10-22 00:59:00.138713
EN00003224,MEM001629,CI0000318,2025-10-17 20:54:18.894522,Attended,0.0,2025-10-22 00:00:00.184514,2025-10-22 01:55:00.184514
EN00003225,MEM001510,CI0000318,2025-10-20 09:50:14.048296,Attended,0.0,2025-10-22 00:00:00.848139,2025-10-22 01:08:00.848139
EN00003226,MEM001378,CI0000318,2025-10-18 19:56:10.679556,Attended,0.0,2025-10-22 00:00:00.354147,2025-10-22 01:54:00.354147
EN00003227,MEM001685,CI0000318,2025-10-18 21:58:25.929937,Attended,0.0,2025-10-22 00:00:00.097409,2025-10-22 00:58:00.097409
EN00003228,MEM000081,CI0000318,2025-10-16 11:48:42.595568,Attended,0.0,2025-10-22 00:00:00.531543,2025-10-22 01:01:00.531543
EN00003229,MEM000934,CI0000318,2025-10-21 06:49:02.937560,Attended,0.0,2025-10-22 00:00:00.081382,2025-10-22 01:52:00.081382
EN00003230,MEM000757,CI0000318,2025-10-19 10:38:39.873271,Attended,0.0,2025-10-22 00:00:00.594994,2025-10-22 01:58:00.594994
EN00003231,MEM000197,CI0000318,2025-10-21 22:22:32.308824,Attended,0.0,2025-10-22 00:00:00.927012,2025-10-22 01:19:00.927012
EN00003232,MEM000319,CI0000318,2025-10-18 02:33:57.313327,Attended,0.0,2025-10-22 00:00:00.391641,2025-10-22 01:00:00.391641
EN00003233,MEM001582,CI0000318,2025-10-18 12:18:31.348056,No Show,0.0,,
EN00003234,MEM001292,CI0000319,2025-10-18 10:02:15.027934,Attended,0.0,2025-10-22 00:00:00.325771,2025-10-22 01:51:00.325771
EN00003235,MEM001703,CI0000319,2025-10-20 19:59:02.448928,Attended,0.0,2025-10-22 00:00:00.924154,2025-10-22 01:34:00.924154
EN00003236,MEM001424,CI0000319,2025-10-19 06:56:30.998750,Attended,0.0,2025-10-22 00:00:00.068328,2025-10-22 01:41:00.068328
EN00003237,MEM001365,CI0000319,2025-10-20 03:36:11.973497,Attended,0.0,2025-10-22 00:00:00.487484,2025-10-22 01:48:00.487484
EN00003238,MEM001751,CI0000319,2025-10-16 20:43:16.107421,Attended,0.0,2025-10-22 00:00:00.439477,2025-10-22 01:23:00.439477
EN00003239,MEM001625,CI0000319,2025-10-19 10:12:57.058229,Attended,0.0,2025-10-22 00:00:00.908160,2025-10-22 00:47:00.908160
EN00003240,MEM000722,CI0000319,2025-10-18 06:17:29.761428,Attended,0.0,2025-10-22 00:00:00.085496,2025-10-22 01:50:00.085496
EN00003241,MEM000886,CI0000319,2025-10-20 12:57:16.026297,Attended,0.0,2025-10-22 00:00:00.026962,2025-10-22 01:26:00.026962
EN00003242,MEM001290,CI0000320,2025-10-18 23:10:12.657116,Attended,0.0,2025-10-22 00:00:00.911178,2025-10-22 01:22:00.911178
EN00003243,MEM001688,CI0000320,2025-10-21 19:03:59.600383,Attended,0.0,2025-10-22 00:00:00.423106,2025-10-22 01:54:00.423106
EN00003244,MEM001804,CI0000320,2025-10-17 21:47:08.752422,Attended,0.0,2025-10-22 00:00:00.476102,2025-10-22 00:45:00.476102
EN00003245,MEM001981,CI0000320,2025-10-18 19:11:35.834930,Attended,0.0,2025-10-22 00:00:00.069009,2025-10-22 01:25:00.069009
EN00003246,MEM000273,CI0000320,2025-10-13 06:27:49.422216,Attended,0.0,2025-10-22 00:00:00.979452,2025-10-22 01:38:00.979452
EN00003247,MEM001867,CI0000320,2025-10-18 11:39:46.537822,Attended,0.0,2025-10-22 00:00:00.177178,2025-10-22 01:40:00.177178
EN00003248,MEM000645,CI0000320,2025-10-20 04:18:53.407728,Attended,0.0,2025-10-22 00:00:00.197861,2025-10-22 01:23:00.197861
EN00003249,MEM001116,CI0000320,2025-10-16 18:11:57.537538,Attended,0.0,2025-10-22 00:00:00.796337,2025-10-22 00:48:00.796337
EN00003250,MEM001551,CI0000320,2025-10-19 17:20:00.645525,Attended,0.0,2025-10-22 00:00:00.063304,2025-10-22 01:32:00.063304
EN00003251,MEM000332,CI0000320,2025-10-20 01:58:24.835751,Attended,0.0,2025-10-22 00:00:00.763147,2025-10-22 01:21:00.763147
EN00003252,MEM000174,CI0000320,2025-10-19 09:18:06.261916,Attended,0.0,2025-10-22 00:00:00.065348,2025-10-22 00:58:00.065348
EN00003253,MEM000126,CI0000320,2025-10-19 19:27:40.323365,Attended,0.0,2025-10-22 00:00:00.223412,2025-10-22 01:49:00.223412
EN00003254,MEM001132,CI0000320,2025-10-21 10:21:21.193901,Attended,0.0,2025-10-22 00:00:00.525881,2025-10-22 00:56:00.525881
EN00003255,MEM000252,CI0000320,2025-10-16 23:51:31.965629,Attended,0.0,2025-10-22 00:00:00.636457,2025-10-22 01:37:00.636457
EN00003256,MEM000952,CI0000320,2025-10-17 05:03:55.039688,Attended,0.0,2025-10-22 00:00:00.892370,2025-10-22 01:07:00.892370
EN00003257,MEM000664,CI0000320,2025-10-18 23:42:52.670265,Attended,0.0,2025-10-22 00:00:00.810382,2025-10-22 01:43:00.810382
EN00003258,MEM001600,CI0000320,2025-10-18 06:55:41.772096,Attended,0.0,2025-10-22 00:00:00.760814,2025-10-22 01:49:00.760814
EN00003259,MEM001385,CI0000320,2025-10-17 13:54:40.976943,No Show,0.0,,
EN00003260,MEM001694,CI0000320,2025-10-20 08:03:52.123795,No Show,0.0,,
EN00003261,MEM001959,CI0000321,2025-10-17 21:27:55.928567,Attended,0.0,2025-10-22 00:00:00.290653,2025-10-22 01:24:00.290653
EN00003262,MEM000211,CI0000321,2025-10-21 23:06:43.177297,Attended,0.0,2025-10-22 00:00:00.826488,2025-10-22 01:03:00.826488
EN00003263,MEM000917,CI0000321,2025-10-17 00:27:35.701285,Attended,0.0,2025-10-22 00:00:00.500074,2025-10-22 00:51:00.500074
EN00003264,MEM001046,CI0000321,2025-10-16 08:01:56.648701,Attended,0.0,2025-10-22 00:00:00.545625,2025-10-22 01:13:00.545625
EN00003265,MEM001929,CI0000321,2025-10-16 12:33:58.667098,Attended,0.0,2025-10-22 00:00:00.471660,2025-10-22 01:36:00.471660
EN00003266,MEM001393,CI0000321,2025-10-19 07:48:45.859740,Attended,0.0,2025-10-22 00:00:00.164230,2025-10-22 01:17:00.164230
EN00003267,MEM001379,CI0000321,2025-10-19 22:32:35.933388,Attended,0.0,2025-10-22 00:00:00.062732,2025-10-22 01:39:00.062732
EN00003268,MEM001025,CI0000321,2025-10-21 02:31:23.674148,Attended,0.0,2025-10-22 00:00:00.339650,2025-10-22 00:46:00.339650
EN00003269,MEM001012,CI0000321,2025-10-15 11:37:13.421372,Attended,0.0,2025-10-22 00:00:00.060687,2025-10-22 01:07:00.060687
EN00003270,MEM001737,CI0000321,2025-10-21 22:39:03.683980,Attended,0.0,2025-10-22 00:00:00.655190,2025-10-22 00:55:00.655190
EN00003271,MEM001253,CI0000321,2025-10-18 16:02:43.979082,Attended,0.0,2025-10-22 00:00:00.684390,2025-10-22 00:51:00.684390
EN00003272,MEM001181,CI0000321,2025-10-15 13:14:08.965890,Attended,0.0,2025-10-22 00:00:00.430525,2025-10-22 01:09:00.430525
EN00003273,MEM000068,CI0000321,2025-10-18 10:26:21.233926,Attended,0.0,2025-10-22 00:00:00.284044,2025-10-22 00:47:00.284044
EN00003274,MEM001703,CI0000321,2025-10-19 04:01:25.573207,Attended,0.0,2025-10-22 00:00:00.243884,2025-10-22 00:45:00.243884
EN00003275,MEM001989,CI0000321,2025-10-19 22:58:10.059201,Attended,0.0,2025-10-22 00:00:00.023667,2025-10-22 01:43:00.023667
EN00003276,MEM001284,CI0000321,2025-10-13 17:15:53.515840,Attended,0.0,2025-10-22 00:00:00.536794,2025-10-22 00:51:00.536794
EN00003277,MEM001641,CI0000321,2025-10-17 22:42:24.421113,No Show,0.0,,
EN00003278,MEM001916,CI0000321,2025-10-20 05:28:01.768769,No Show,0.0,,
EN00003279,MEM000725,CI0000322,2025-10-19 10:40:09.229714,Attended,0.0,2025-10-22 00:00:00.405000,2025-10-22 01:36:00.405000
EN00003280,MEM001831,CI0000322,2025-10-20 02:10:45.023591,Attended,0.0,2025-10-22 00:00:00.442125,2025-10-22 01:14:00.442125
EN00003281,MEM001002,CI0000322,2025-10-19 08:37:36.173836,Attended,0.0,2025-10-22 00:00:00.905156,2025-10-22 01:15:00.905156
EN00003282,MEM000949,CI0000322,2025-10-21 00:30:03.839565,Attended,0.0,2025-10-22 00:00:00.277411,2025-10-22 01:38:00.277411
EN00003283,MEM001231,CI0000322,2025-10-20 05:59:15.248447,Attended,0.0,2025-10-22 00:00:00.251493,2025-10-22 00:45:00.251493
EN00003284,MEM001919,CI0000322,2025-10-19 19:33:01.014977,Attended,0.0,2025-10-22 00:00:00.873796,2025-10-22 01:03:00.873796
EN00003285,MEM001724,CI0000322,2025-10-19 21:54:24.497378,Attended,0.0,2025-10-22 00:00:00.118674,2025-10-22 01:33:00.118674
EN00003286,MEM001099,CI0000322,2025-10-21 14:58:06.396978,No Show,0.0,,
EN00003287,MEM001198,CI0000323,2025-10-19 03:23:41.629695,Attended,0.0,2025-10-23 00:00:00.444084,2025-10-23 01:38:00.444084
EN00003288,MEM001104,CI0000323,2025-10-21 06:45:39.323239,Attended,0.0,2025-10-23 00:00:00.501776,2025-10-23 01:31:00.501776
EN00003289,MEM000617,CI0000323,2025-10-18 02:02:01.109549,Attended,0.0,2025-10-23 00:00:00.454397,2025-10-23 01:06:00.454397
EN00003290,MEM001518,CI0000323,2025-10-22 18:54:24.534437,Attended,0.0,2025-10-23 00:00:00.043525,2025-10-23 00:55:00.043525
EN00003291,MEM001724,CI0000323,2025-10-19 00:35:33.147014,Attended,0.0,2025-10-23 00:00:00.491413,2025-10-23 01:11:00.491413
EN00003292,MEM001426,CI0000323,2025-10-22 13:44:19.448887,Attended,0.0,2025-10-23 00:00:00.644619,2025-10-23 01:00:00.644619
EN00003293,MEM000206,CI0000323,2025-10-20 04:07:05.169513,No Show,0.0,,
EN00003294,MEM000112,CI0000324,2025-10-19 10:24:51.348745,Attended,0.0,2025-10-23 00:00:00.984198,2025-10-23 01:41:00.984198
EN00003295,MEM000050,CI0000324,2025-10-21 10:48:00.146366,Attended,0.0,2025-10-23 00:00:00.149570,2025-10-23 01:22:00.149570
EN00003296,MEM000381,CI0000324,2025-10-20 09:19:06.460265,Attended,0.0,2025-10-23 00:00:00.634584,2025-10-23 01:55:00.634584
EN00003297,MEM001632,CI0000325,2025-10-23 00:00:00.069721,Attended,0.0,2025-10-23 00:00:00.537271,2025-10-23 01:58:00.537271
EN00003298,MEM001285,CI0000325,2025-10-20 11:21:05.010517,Attended,0.0,2025-10-23 00:00:00.786458,2025-10-23 01:15:00.786458
EN00003299,MEM001442,CI0000325,2025-10-18 00:08:57.552674,Attended,0.0,2025-10-23 00:00:00.217018,2025-10-23 01:23:00.217018
EN00003300,MEM000681,CI0000325,2025-10-22 19:40:11.486486,Attended,0.0,2025-10-23 00:00:00.609249,2025-10-23 01:51:00.609249
EN00003301,MEM000339,CI0000325,2025-10-20 08:13:33.015304,Attended,0.0,2025-10-23 00:00:00.149115,2025-10-23 01:07:00.149115
EN00003302,MEM000906,CI0000325,2025-10-20 01:49:28.863987,Attended,0.0,2025-10-23 00:00:00.641696,2025-10-23 01:56:00.641696
EN00003303,MEM000095,CI0000325,2025-10-21 07:46:44.737665,Attended,0.0,2025-10-23 00:00:00.597842,2025-10-23 01:19:00.597842
EN00003304,MEM001308,CI0000325,2025-10-18 08:26:42.432960,Attended,0.0,2025-10-23 00:00:00.344107,2025-10-23 01:57:00.344107
EN00003305,MEM000402,CI0000325,2025-10-19 10:47:00.568504,Attended,0.0,2025-10-23 00:00:00.933495,2025-10-23 01:55:00.933495
EN00003306,MEM001758,CI0000325,2025-10-17 18:26:38.726725,Attended,0.0,2025-10-23 00:00:00.304698,2025-10-23 00:48:00.304698
EN00003307,MEM001014,CI0000325,2025-10-19 12:10:25.957045,No Show,0.0,,
EN00003308,MEM001454,CI0000325,2025-10-17 16:32:59.300695,No Show,0.0,,
EN00003309,MEM001773,CI0000326,2025-10-22 01:28:27.387449,Attended,0.0,2025-10-23 00:00:00.393472,2025-10-23 01:27:00.393472
EN00003310,MEM000832,CI0000326,2025-10-20 14:12:25.340304,Attended,0.0,2025-10-23 00:00:00.521925,2025-10-23 01:25:00.521925
EN00003311,MEM000610,CI0000326,2025-10-20 08:04:50.204535,Attended,0.0,2025-10-23 00:00:00.276667,2025-10-23 01:09:00.276667
EN00003312,MEM000001,CI0000326,2025-10-23 00:00:00.165023,Attended,0.0,2025-10-23 00:00:00.414568,2025-10-23 01:42:00.414568
EN00003313,MEM001375,CI0000326,2025-10-19 04:46:24.713032,Attended,0.0,2025-10-23 00:00:00.618415,2025-10-23 01:45:00.618415
EN00003314,MEM000875,CI0000326,2025-10-21 10:00:38.488523,Attended,0.0,2025-10-23 00:00:00.246020,2025-10-23 01:24:00.246020
EN00003315,MEM000734,CI0000326,2025-10-22 21:12:58.262023,Attended,0.0,2025-10-23 00:00:00.439323,2025-10-23 01:46:00.439323
EN00003316,MEM000079,CI0000326,2025-10-19 06:02:06.371379,Attended,0.0,2025-10-23 00:00:00.150178,2025-10-23 01:37:00.150178
EN00003317,MEM001489,CI0000326,2025-10-21 02:01:12.516136,Attended,0.0,2025-10-23 00:00:00.557396,2025-10-23 01:58:00.557396
EN00003318,MEM000884,CI0000326,2025-10-20 06:53:50.624984,Attended,0.0,2025-10-23 00:00:00.908749,2025-10-23 01:30:00.908749
EN00003319,MEM001670,CI0000326,2025-10-19 14:21:28.405592,No Show,0.0,,
EN00003320,MEM000077,CI0000326,2025-10-20 02:01:12.355224,No Show,0.0,,
EN00003321,MEM001610,CI0000327,2025-10-20 01:56:45.182879,Attended,0.0,2025-10-23 00:00:00.969962,2025-10-23 01:00:00.969962
EN00003322,MEM000609,CI0000327,2025-10-22 17:55:36.673896,Attended,0.0,2025-10-23 00:00:00.933546,2025-10-23 01:12:00.933546
EN00003323,MEM000608,CI0000327,2025-10-18 01:29:30.199878,Attended,0.0,2025-10-23 00:00:00.268060,2025-10-23 01:43:00.268060
EN00003324,MEM001957,CI0000327,2025-10-20 17:36:01.704527,Attended,0.0,2025-10-23 00:00:00.658774,2025-10-23 01:49:00.658774
EN00003325,MEM001444,CI0000327,2025-10-19 23:51:11.334879,Attended,0.0,2025-10-23 00:00:00.897211,2025-10-23 01:04:00.897211
EN00003326,MEM001622,CI0000327,2025-10-20 15:48:45.315739,Attended,0.0,2025-10-23 00:00:00.593400,2025-10-23 01:07:00.593400
EN00003327,MEM000747,CI0000327,2025-10-21 20:58:52.080686,Attended,0.0,2025-10-23 00:00:00.786581,2025-10-23 00:59:00.786581
EN00003328,MEM001848,CI0000327,2025-10-21 04:34:09.285879,Attended,0.0,2025-10-23 00:00:00.908800,2025-10-23 00:47:00.908800
EN00003329,MEM001481,CI0000327,2025-10-19 04:15:43.397547,Attended,0.0,2025-10-23 00:00:00.064926,2025-10-23 01:01:00.064926
EN00003330,MEM000247,CI0000327,2025-10-19 21:16:17.346077,Attended,0.0,2025-10-23 00:00:00.022086,2025-10-23 01:12:00.022086
EN00003331,MEM000868,CI0000327,2025-10-19 17:24:56.940161,Attended,0.0,2025-10-23 00:00:00.399187,2025-10-23 01:26:00.399187
EN00003332,MEM001986,CI0000327,2025-10-19 04:35:22.413704,Attended,0.0,2025-10-23 00:00:00.429527,2025-10-23 01:08:00.429527
EN00003333,MEM001153,CI0000327,2025-10-17 00:13:57.283649,No Show,0.0,,
EN00003334,MEM000611,CI0000327,2025-10-18 11:33:59.226708,No Show,0.0,,
EN00003335,MEM000215,CI0000328,2025-10-22 12:32:18.168570,Attended,0.0,2025-10-23 00:00:00.978452,2025-10-23 01:51:00.978452
EN00003336,MEM000511,CI0000328,2025-10-22 22:07:35.812917,Attended,0.0,2025-10-23 00:00:00.705165,2025-10-23 01:08:00.705165
EN00003337,MEM001599,CI0000328,2025-10-22 22:41:56.156905,Attended,0.0,2025-10-23 00:00:00.238680,2025-10-23 01:48:00.238680
EN00003338,MEM000472,CI0000328,2025-10-18 04:59:47.574889,Attended,0.0,2025-10-23 00:00:00.315375,2025-10-23 01:38:00.315375
EN00003339,MEM001770,CI0000328,2025-10-21 05:00:37.432298,Attended,0.0,2025-10-23 00:00:00.296343,2025-10-23 01:55:00.296343
EN00003340,MEM000270,CI0000328,2025-10-19 20:40:22.380479,Attended,0.0,2025-10-23 00:00:00.504971,2025-10-23 01:07:00.504971
EN00003341,MEM000868,CI0000328,2025-10-19 06:48:28.069768,Attended,0.0,2025-10-23 00:00:00.241869,2025-10-23 01:02:00.241869
EN00003342,MEM000367,CI0000328,2025-10-22 19:47:51.788446,Attended,0.0,2025-10-23 00:00:00.166199,2025-10-23 01:48:00.166199
EN00003343,MEM000527,CI0000328,2025-10-22 16:50:09.990884,Attended,0.0,2025-10-23 00:00:00.676140,2025-10-23 01:17:00.676140
EN00003344,MEM000757,CI0000328,2025-10-19 04:08:35.992903,Attended,0.0,2025-10-23 00:00:00.904290,2025-10-23 01:46:00.904290
EN00003345,MEM001617,CI0000328,2025-10-21 09:17:48.977715,Attended,0.0,2025-10-23 00:00:00.640306,2025-10-23 01:11:00.640306
EN00003346,MEM000562,CI0000328,2025-10-20 16:42:42.708146,Attended,0.0,2025-10-23 00:00:00.779668,2025-10-23 01:10:00.779668
EN00003347,MEM000331,CI0000328,2025-10-21 15:22:29.748349,No Show,0.0,,
EN00003348,MEM000179,CI0000329,2025-10-22 10:10:52.638719,Attended,0.0,2025-10-23 00:00:00.332741,2025-10-23 00:53:00.332741
EN00003349,MEM000610,CI0000329,2025-10-21 05:12:20.456581,Attended,0.0,2025-10-23 00:00:00.942401,2025-10-23 01:23:00.942401
EN00003350,MEM000367,CI0000329,2025-10-19 01:03:11.673963,Attended,0.0,2025-10-23 00:00:00.924102,2025-10-23 01:25:00.924102
EN00003351,MEM000017,CI0000329,2025-10-21 02:58:25.027944,Attended,0.0,2025-10-23 00:00:00.972095,2025-10-23 01:25:00.972095
EN00003352,MEM001949,CI0000329,2025-10-20 21:15:53.713329,Attended,0.0,2025-10-23 00:00:00.795103,2025-10-23 01:57:00.795103
EN00003353,MEM001018,CI0000329,2025-10-21 07:23:25.841533,Attended,0.0,2025-10-23 00:00:00.899303,2025-10-23 01:39:00.899303
EN00003354,MEM001698,CI0000329,2025-10-19 14:12:49.439795,Attended,0.0,2025-10-23 00:00:00.027617,2025-10-23 01:13:00.027617
EN00003355,MEM000521,CI0000329,2025-10-19 20:55:40.285942,Attended,0.0,2025-10-23 00:00:00.901199,2025-10-23 01:13:00.901199
EN00003356,MEM000868,CI0000329,2025-10-16 02:25:46.279945,Attended,0.0,2025-10-23 00:00:00.205143,2025-10-23 01:33:00.205143
EN00003357,MEM001370,CI0000329,2025-10-17 22:24:42.636916,Attended,0.0,2025-10-23 00:00:00.309430,2025-10-23 00:47:00.309430
EN00003358,MEM000665,CI0000329,2025-10-19 12:14:05.892796,Attended,0.0,2025-10-23 00:00:00.219971,2025-10-23 00:53:00.219971
EN00003359,MEM001907,CI0000329,2025-10-22 17:07:55.125307,Attended,0.0,2025-10-23 00:00:00.772088,2025-10-23 01:30:00.772088
EN00003360,MEM000584,CI0000329,2025-10-19 04:11:06.237822,Attended,0.0,2025-10-23 00:00:00.473803,2025-10-23 01:51:00.473803
EN00003361,MEM001631,CI0000329,2025-10-19 13:54:02.177199,Attended,0.0,2025-10-23 00:00:00.111531,2025-10-23 01:47:00.111531
EN00003362,MEM001519,CI0000329,2025-10-20 10:37:32.892692,Attended,0.0,2025-10-23 00:00:00.192035,2025-10-23 01:54:00.192035
EN00003363,MEM001508,CI0000329,2025-10-21 11:46:38.239880,No Show,0.0,,
EN00003364,MEM001818,CI0000330,2025-10-18 22:47:17.954538,Attended,0.0,2025-10-23 00:00:00.885005,2025-10-23 00:47:00.885005
EN00003365,MEM000527,CI0000330,2025-10-21 20:21:35.915213,Attended,0.0,2025-10-23 00:00:00.828766,2025-10-23 00:45:00.828766
EN00003366,MEM001690,CI0000330,2025-10-21 02:50:00.585159,Attended,0.0,2025-10-23 00:00:00.542411,2025-10-23 01:04:00.542411
EN00003367,MEM001299,CI0000330,2025-10-21 01:28:15.060323,Attended,0.0,2025-10-23 00:00:00.853882,2025-10-23 01:15:00.853882
EN00003368,MEM001362,CI0000330,2025-10-19 04:30:57.333987,Attended,0.0,2025-10-23 00:00:00.141629,2025-10-23 01:13:00.141629
EN00003369,MEM001796,CI0000330,2025-10-21 23:58:22.072694,Attended,0.0,2025-10-23 00:00:00.711495,2025-10-23 01:27:00.711495
EN00003370,MEM000050,CI0000330,2025-10-21 18:22:50.576607,Attended,0.0,2025-10-23 00:00:00.630094,2025-10-23 01:11:00.630094
EN00003371,MEM001003,CI0000330,2025-10-21 15:11:27.648998,Attended,0.0,2025-10-23 00:00:00.308485,2025-10-23 01:36:00.308485
EN00003372,MEM000504,CI0000330,2025-10-21 18:29:09.678815,Attended,0.0,2025-10-23 00:00:00.745550,2025-10-23 01:16:00.745550
EN00003373,MEM000686,CI0000330,2025-10-20 02:49:18.866636,Attended,0.0,2025-10-23 00:00:00.066757,2025-10-23 01:04:00.066757
EN00003374,MEM001287,CI0000330,2025-10-22 20:01:53.150377,No Show,0.0,,
